handle,followerCount
"tryangregory.bsky.social",24783
"sonjairina.bsky.social",24781
"rayleengale.bsky.social",24772
"anna1900.bsky.social",24751
"spacepupsilver.com",24742
"momiekyle.bsky.social",24703
"knightcolumbia.org",24696
"feenavan2099.bsky.social",24694
"rjszczerba.bsky.social",24641
"thechapuller.bsky.social",24525
"howardpearlman.bsky.social",24512
"kevincollier.bsky.social",24512
"gamingonlinux.com",24499
"larepublicaiii.bsky.social",24498
"yankodiac.com",24488
"bittilizm.bsky.social",24438
"nixonsimon.bsky.social",24397
"crazy1689.bsky.social",24384
"purplesouth.bsky.social",24369
"milotheman58.bsky.social",24367
"lenamama.bsky.social",24359
"onelibcitizen.bsky.social",24351
"budthebirdman.bsky.social",24301
"chris.kelleher.social",24287
"rmattsmama6.bsky.social",24282
"doomandgloom1951.bsky.social",24252
"nadinebh.bsky.social",24245
"spiritangel.bsky.social",24236
"qjpowell.bsky.social",24234
"keithgi.bsky.social",24223
"seattlesanta.bsky.social",24206
"talesi.bsky.social",24192
"nberlat.bsky.social",24186
"opiniongirl.bsky.social",24171
"darkaocthegoddess.bsky.social",24168
"democracyprof.bsky.social",24160
"katnaround.bsky.social",24132
"redistrict.bluesky.bot",24124
"campaaronapollo.bsky.social",24119
"miyabibridal.bsky.social",24116
"morgmeneshets.bsky.social",24115
"oliviahill247.bsky.social",24096
"rolandmcs.bsky.social",24090
"samiam2.bsky.social",24078
"jobazzfl.bsky.social",24069
"metacapitalism.bsky.social",24031
"mikeholme.bsky.social",24007
"raincoast.bsky.social",24006
"wanderlust19.bsky.social",23985
"davidaiko.bsky.social",23980
"realbluepatriot.bsky.social",23956
"gretchenmcc.bsky.social",23944
"thevideogamelibrary.org",23942
"cathymichelle.bsky.social",23924
"soberasajudge.bsky.social",23912
"askhistorians.bsky.social",23906
"fritzbischoff.bsky.social",23889
"msmisunderstood.bsky.social",23886
"imup2late.bsky.social",23860
"climatecasino.net",23825
"atheistadam.bsky.social",23819
"brianharrod.bsky.social",23798
"schoenbergvienna.bsky.social",23786
"itsbmgbarry.bsky.social",23761
"atlantacathy2.bsky.social",23749
"sandyeggo14.bsky.social",23737
"paulksmith.bsky.social",23721
"takumi-kisui.bsky.social",23685
"mamap.bsky.social",23676
"fetichetactel.bsky.social",23638
"bluskypolitics.bsky.social",23617
"bethbbrookfield3.bsky.social",23558
"jchrispires.bsky.social",23544
"amyremeikis.bsky.social",23541
"debrakj.bsky.social",23536
"matthewfacciani.bsky.social",23524
"realnsfw.social",23523
"kak089.bsky.social",23509
"sheilarose.bsky.social",23485
"therealmabaker.bsky.social",23477
"sydseter.com",23458
"footyscran.bsky.social",23456
"sikuisumire.bsky.social",23444
"afterdinnerconversation.com",23418
"deathbyhibachi.bsky.social",23407
"carbenzero.bsky.social",23404
"dcscottt.bsky.social",23387
"cre8powr.bsky.social",23312
"aliceb208.bsky.social",23294
"todmaffin.com",23270
"jmc-author.bsky.social",23260
"watfordjohn.bsky.social",23253
"andrewmceo.bsky.social",23236
"momsrobin.bsky.social",23230
"danihere.bsky.social",23225
"capri-g0at.bsky.social",23198
"haberinolsun.co",23183
"royarashi.art",23166
"resistandpersist.bsky.social",23156
"getamop.bsky.social",23152
"nfbenton.bsky.social",23139
"suppleml67.bsky.social",23085
"bluerockresistor.bsky.social",23060
"camaryllis1.bsky.social",23053
"thedingodave.substack.com",23049
"danimac67.bsky.social",23034
"vanbadham.bsky.social",23018
"mirod.bsky.social",23017
"ethankirchner.bsky.social",23001
"tyrantstalker247.bsky.social",22997
"blueswordresist.bsky.social",22969
"amadeuantonio.bsky.social",22967
"robindmoore.bsky.social",22956
"mrspooch2u.bsky.social",22954
"debinmo1.bsky.social",22954
"ayoub.bsky.social",22940
"kamuka.bsky.social",22919
"mikebaugh.bsky.social",22880
"sandywolf.bsky.social",22856
"kmays.bsky.social",22827
"franksfilmreview.bsky.social",22811
"arteemes.bsky.social",22806
"doldine.bsky.social",22804
"afreeparticle.com",22798
"mysecondchance.bsky.social",22789
"gatrueblue.bsky.social",22789
"theclintpodcast.bsky.social",22767
"simonpegg100.bsky.social",22753
"ziplok-rapmusic.bsky.social",22747
"tacobellquarterly.org",22736
"catlott.bsky.social",22704
"grannyblue4.bsky.social",22685
"skyladsy.bsky.social",22615
"annettebooth101.bsky.social",22577
"charlieharry.bsky.social",22523
"justsmudge.bsky.social",22512
"kellyocon.bsky.social",22507
"texasgranny56.bsky.social",22437
"cathygellis.bsky.social",22423
"bradleylore.bsky.social",22409
"phranicholas.bsky.social",22373
"vetsat.bsky.social",22371
"davidimel.com",22350
"uraniumgirl.bsky.social",22331
"boozybadger.lawyersandliquor.com",22303
"eroston.bsky.social",22298
"gza100.bsky.social",22216
"princessofroots.bsky.social",22213
"shawnfrawn.bsky.social",22197
"videostoreheiress.bsky.social",22169
"werd.io",22157
"nkalamb.bsky.social",22131
"sylsmom.bsky.social",22096
"snarkymimi.bsky.social",22087
"ladydbekind.bsky.social",22084
"threeeggomelette.bsky.social",22058
"graphmangraphics.com",22023
"grillnatty.bsky.social",22015
"tweakit.bsky.social",21956
"vhamje.bsky.social",21931
"hpappas.bsky.social",21921
"pooh-the-tiger.bsky.social",21892
"jp1102.bsky.social",21873
"luckyadams.bsky.social",21866
"bbonka.bsky.social",21864
"theonetruelou.bsky.social",21856
"vero1986.bsky.social",21852
"doni1966.bsky.social",21846
"bookgorilla.com",21837
"golod.bsky.social",21823
"kradke.bsky.social",21819
"erik-marquardt.eu",21814
"vvalentini.com",21795
"cassouman40.bsky.social",21790
"heise.de",21789
"arethusa131.bsky.social",21775
"ologies.bsky.social",21760
"msbureaucrat.bsky.social",21751
"ronensteinke.bsky.social",21751
"cristiwolfram.bsky.social",21738
"estefano1.bsky.social",21731
"divy.zone",21730
"evajan.bsky.social",21714
"solly01.bsky.social",21691
"retire411.bsky.social",21688
"peterm55.bsky.social",21687
"lassetur.bsky.social",21678
"tue5day.bsky.social",21662
"kandc.bsky.social",21654
"mickadev.bsky.social",21645
"philburns.bsky.social",21643
"jagodamarinic.com",21642
"mlbkiwi.bsky.social",21638
"ericansa.bsky.social",21636
"sunflowermum.bsky.social",21606
"blongmom.xyz",21594
"mikeofbisbee.bsky.social",21571
"owcavalry.com",21551
"44k.bsky.social",21531
"trumplastdays.bsky.social",21528
"bouley.bsky.social",21516
"gerryu.bsky.social",21512
"deano-uk.bsky.social",21501
"campanddrive.bsky.social",21454
"givehope.bsky.social",21446
"ymani.bsky.social",21399
"bikracer.bsky.social",21391
"austinmermaid.bsky.social",21388
"wellnessday.bsky.social",21362
"research-kills.bsky.social",21347
"sghendricks.bsky.social",21344
"tylerborchers.com",21344
"ohfl410.bsky.social",21343
"colinyeo.bsky.social",21326
"amberdawn1116.bsky.social",21294
"naiadbay.bsky.social",21285
"tracyhotd.us",21250
"fek.bsky.social",21246
"resistanceknitters.bsky.social",21240
"stansburyj.bsky.social",21211
"ralph02813.bsky.social",21191
"transgenderreport.com",21185
"ken-mcnally.bsky.social",21177
"hobolily.bsky.social",21174
"drsuzannem.bsky.social",21171
"carrieheffernan.bsky.social",21158
"canteach.bsky.social",21157
"writingfactory.bsky.social",21121
"goodnewsforlefties.bsky.social",21119
"foreverwoke.bsky.social",21074
"happysnarkygal.bsky.social",21063
"downhillrun.bsky.social",21053
"ivoryjones.bsky.social",21006
"socialmovetech.bsky.social",20998
"tatujapa.bsky.social",20978
"twinsarus15.bsky.social",20972
"ocolunista.bsky.social",20957
"sandy-ot.bsky.social",20954
"thebigbadwolfe.bsky.social",20951
"tomflood.bsky.social",20940
"mathildelarrere.bsky.social",20909
"hidinginplainssite.bsky.social",20898
"its-the-squirrels.bsky.social",20896
"itravel4justice.bsky.social",20876
"agemoyen.bsky.social",20871
"it-3me.bsky.social",20868
"cryptosniper.bsky.social",20855
"rimaanabtawi.bsky.social",20853
"ancla16.bsky.social",20850
"listigeplaylists.bsky.social",20839
"decolonizeunions.bsky.social",20826
"monachollet.bsky.social",20819
"laurelwalsh.bsky.social",20816
"thyle.bsky.social",20811
"lruiz.bsky.social",20797
"shiraaghaershad.bsky.social",20790
"laurenceseton.bsky.social",20779
"altmetric.com",20760
"mamavon.bsky.social",20746
"kailburn.bsky.social",20730
"zwejas.bsky.social",20717
"doogiehmd1993.bsky.social",20716
"carleuf.bsky.social",20713
"ostpolitik.bsky.social",20699
"annemthorson.bsky.social",20665
"kissane.bsky.social",20657
"ajnobles.com",20653
"lelrn.bsky.social",20651
"jacobtolley1u1.bsky.social",20627
"oakymoron.bsky.social",20618
"oldredsubby.bsky.social",20611
"mattuthompson.bsky.social",20605
"carolinedegruyter.bsky.social",20592
"smassa.bsky.social",20571
"imogenib.bsky.social",20566
"moysh.bsky.social",20561
"plutokiller.com",20536
"hellanbiglove96.bsky.social",20519
"mzcreant.bsky.social",20500
"childlesscatperson.bsky.social",20483
"americanfietser.bsky.social",20479
"nickhedley.bsky.social",20462
"cezzarpasa.bsky.social",20456
"jakey-scot.bsky.social",20434
"spidy777.bsky.social",20416
"mystarterpacks.bsky.social",20407
"hategop.bsky.social",20381
"ericjwhite.bsky.social",20375
"cnliberalism.org",20323
"catflowerlady.bsky.social",20303
"catdad69.bsky.social",20298
"gabrielzucman.bsky.social",20294
"notoriousron.bsky.social",20281
"dwblack14.bsky.social",20272
"patriotprogressive.bsky.social",20246
"vegassteve702.bsky.social",20235
"cheetovoodo.bsky.social",20226
"wekillinit.com",20215
"annieb372.bsky.social",20203
"badasscounselor.bsky.social",20198
"fibretigre.com",20177
"sdstud19.bsky.social",20172
"carnecrudaradio.bsky.social",20167
"jwahjwah.bsky.social",20166
"digitdan.bsky.social",20164
"heathenmaker.bsky.social",20147
"jvipondmd.bsky.social",20134
"anianide.bsky.social",20132
"marcuswadsak.bsky.social",20131
"louiswitter.com",20121
"independent1976.bsky.social",20101
"neurograce.bsky.social",20093
"diann744.bsky.social",20083
"plive.bsky.social",20083
"blue-rosary52.bsky.social",20077
"rurihoshi.koneko-wakusei.com",20065
"wagumba.bsky.social",20064
"parafraseando16.bsky.social",20056
"p0werm0de.bsky.social",20047
"elainejennings1.bsky.social",20032
"emlogan.bsky.social",20017
"adamgurri.liberalcurrents.com",20008
"trarob1964.bsky.social",20005
"moriartylab.bsky.social",20002
"michaellafond.bsky.social",19983
"usmom.bsky.social",19982
"jakesterwisc.bsky.social",19967
"gordlord.bsky.social",19964
"simonahac.bsky.social",19953
"azralp.bsky.social",19949
"timbl.bsky.social",19938
"sciencecqfd.bsky.social",19926
"mr-swavay.bsky.social",19920
"professordarkness.bsky.social",19912
"gemslawrence.bsky.social",19906
"meeele.bsky.social",19892
"marklevinenyc.bsky.social",19889
"jrf-uk.bsky.social",19855
"bommo4444.bsky.social",19814
"acabftp.bsky.social",19799
"tedunderwood.me",19794
"darlakay.bsky.social",19786
"endtyranny.bsky.social",19778
"purplelovingmom.bsky.social",19768
"shamballa-warrior.bsky.social",19750
"cpaphil.bsky.social",19750
"arctickn1ght.bsky.social",19747
"kapsonsuzcocuk.bsky.social",19746
"kitenda.bsky.social",19746
"alchemy103.bsky.social",19742
"beckykiser.bsky.social",19740
"denise07036.bsky.social",19740
"8bitpsych0theonly.bsky.social",19718
"jojo282.bsky.social",19713
"leftypatriot.bsky.social",19694
"blueskystarter.bsky.social",19676
"rhodri.biz",19676
"javierpinto.bsky.social",19642
"paulsmedley.bsky.social",19639
"prison-stories.bsky.social",19629
"greg69247.bsky.social",19626
"acheinashopee01.bsky.social",19621
"o.simardcasanova.net",19590
"enop.bsky.social",19578
"colorfulforesight.bsky.social",19577
"stanzucker.bsky.social",19490
"karlkuszaj.bsky.social",19466
"lukemcgee.bsky.social",19463
"neonnightschannel.bsky.social",19450
"doingitdizzy.bsky.social",19440
"craigcrawford.com",19414
"sakuranoyume.bsky.social",19380
"sportobluesky.bsky.social",19376
"ajay-vermaa.bsky.social",19363
"sethpartnow.bsky.social",19356
"pug4hugs.bsky.social",19355
"robbyjoe.bsky.social",19351
"escapingorange.bsky.social",19322
"cathleen60scott.bsky.social",19272
"theglovesareoff.bsky.social",19241
"ommpeddie.bsky.social",19237
"nturner57.bsky.social",19220
"adonna.bsky.social",19205
"lucasgg02.bsky.social",19203
"cindylouwho1127.bsky.social",19199
"writtenbykenneth.bsky.social",19156
"thecatstotheleft.bsky.social",19130
"obxsentinel.bsky.social",19126
"bnewbold.net",19118
"dudiligence.bsky.social",19117
"tmh145.bsky.social",19108
"lewan.bsky.social",19100
"jawbreaker0834.bsky.social",19077
"marcdsahr.bsky.social",19075
"lillydoryclaire.bsky.social",19073
"steve-levine.com",19071
"chanijhang.bsky.social",19032
"boredcereal.bsky.social",19016
"planet4589.bsky.social",19011
"digiphile.bsky.social",18984
"cecileduflot.bsky.social",18979
"meissinger.bsky.social",18961
"trebs67.bsky.social",18959
"marintane.bsky.social",18953
"kimmer.bsky.social",18950
"valleylee.bsky.social",18943
"alexwitze.bsky.social",18915
"donkeysdad.bsky.social",18896
"sarahjeannette.bsky.social",18895
"calgaryclimatehub.ca",18894
"garde24.bsky.social",18883
"jaypeters.net",18882
"jillian.bsky.social",18870
"bitchinpost.bsky.social",18852
"maskup.bsky.social",18849
"docgaby.bsky.social",18811
"rcw1.bsky.social",18810
"kjspicer.bsky.social",18808
"danblueheart.bsky.social",18786
"locuta.bsky.social",18774
"sebsb.bsky.social",18763
"backrowspectator.bsky.social",18731
"mohusseini.com",18731
"goldendayze1.bsky.social",18725
"jerseygirl0701.bsky.social",18723
"root-and-ritual.bsky.social",18709
"scandidude.bsky.social",18701
"anitaganpat.bsky.social",18696
"arynewstv.bsky.social",18695
"orta69.bsky.social",18689
"stacescases2.bsky.social",18681
"terribleanimal.com",18675
"aidenharding.bsky.social",18642
"fred-all-in.bsky.social",18620
"tk4679.bsky.social",18619
"433.digital",18617
"dailybts.bsky.social",18612
"vpkivimaki.bsky.social",18607
"christinejustice.bsky.social",18606
"treeskulltown.bsky.social",18577
"azlend.bsky.social",18568
"zopar.bsky.social",18567
"blue2423.bsky.social",18558
"ehijacked.bsky.social",18547
"curly14.bsky.social",18546
"bestman-free46.bsky.social",18510
"radiocable.bsky.social",18501
"vonnie.bsky.social",18494
"littlewisehen.bsky.social",18460
"enbrown.bsky.social",18457
"greysamongstus.bsky.social",18456
"oksii33.ukr.monster",18455
"howevergames.bsky.social",18454
"frano429.bsky.social",18452
"smooth53.bsky.social",18446
"vor-bokor.bsky.social",18425
"design-law.bsky.social",18423
"glennh24.bsky.social",18415
"karenbraddylambert.bsky.social",18409
"ellbee72.bsky.social",18387
"ellek.bsky.social",18387
"jimjjackson2.bsky.social",18380
"gym-shorts.bsky.social",18377
"clarabelle.xyz",18355
"juhasz-benedek.bsky.social",18353
"astridcollins.bsky.social",18333
"astroroyalscot.bsky.social",18317
"wokestudies.bsky.social",18314
"daxwerner.bsky.social",18285
"drdavidcanty.bsky.social",18280
"departureticket.bsky.social",18273
"drfranksauer.bsky.social",18269
"keryn12.bsky.social",18262
"anothergreen.bsky.social",18257
"kimcarrera007.bsky.social",18253
"frankgaimari.bsky.social",18236
"phillycaller.com",18224
"djakote.bsky.social",18222
"ericjgeller.com",18216
"arvid1.bsky.social",18211
"spydoggy.bsky.social",18207
"jenniferem.bsky.social",18206
"kgso.bsky.social",18202
"gabrieldread.bsky.social",18194
"efhoward.bsky.social",18191
"pcgamer.com",18189
"djmw.bsky.social",18186
"dipriya.bsky.social",18169
"edgeoerin.com",18161
"grawarg.bsky.social",18160
"energy9086.bsky.social",18144
"fdotes.bsky.social",18137
"arsenalwise.bsky.social",18134
"t-dawgxing.bsky.social",18131
"jamestopham.bsky.social",18118
"vixinnz.bsky.social",18110
"origasky.bsky.social",18104
"fullmontis.com",18099
"aprilneo.bsky.social",18092
"illuminatusprime.bsky.social",18092
"anna-orridge.bsky.social",18091
"trinzu.bsky.social",18064
"bodoramelow.bsky.social",18047
"bigmrt.bsky.social",18046
"flnana.bsky.social",18026
"floatallboats.bsky.social",18023
"dcmesq101.bsky.social",18022
"will921.bsky.social",18020
"capitanswing.bsky.social",18003
"junioreinsteins.bsky.social",17995
"jumpbacktoreality.bsky.social",17984
"luisangel7.bsky.social",17940
"davidharvey.org",17888
"lorihjschaffer.bsky.social",17857
"annmiller.bsky.social",17853
"michelew68.bsky.social",17844
"daplumber.bsky.social",17839
"archifox.bsky.social",17812
"catvalente.bsky.social",17796
"bonniekork.bsky.social",17786
"conifergirl.bsky.social",17771
"alisizm.bsky.social",17770
"besmarteasy.bsky.social",17763
"susanamounts.bsky.social",17731
"refigman.bsky.social",17710
"momofcatz.bsky.social",17696
"nachristakis.bsky.social",17688
"andielp.bsky.social",17687
"esb.lol",17670
"kha2e.bsky.social",17651
"zozo24kts.bsky.social",17646
"nataliekammers.bsky.social",17632
"timfullerton.bsky.social",17621
"matthewdgreen.bsky.social",17607
"llangothlin.bsky.social",17605
"livialamblet.com",17604
"sobrie.bsky.social",17601
"marketteacher.bsky.social",17592
"afelonpresident.com",17588
"loiblue2028.bsky.social",17573
"marcaulac.bsky.social",17572
"piratensaarland.bsky.social",17572
"angel-aki.bsky.social",17560
"nerd2pointo.bsky.social",17547
"iblackai.com",17544
"stivenrarani.bsky.social",17531
"maaikeverbruggen.bsky.social",17437
"bgabler.bsky.social",17422
"annerabe.bsky.social",17422
"tomfulp.newgrounds.com",17421
"zzenchantress.bsky.social",17397
"echoalexander.bsky.social",17356
"siegwart.bsky.social",17348
"mmpvoirdire.bsky.social",17340
"gzapata.bsky.social",17339
"sapio-sexual-guy.bsky.social",17337
"bodhissatva89.bsky.social",17332
"trggrhppykttns.bsky.social",17312
"frankxsowa-1.bsky.social",17309
"jennyarntzen.bsky.social",17303
"climate.skyfleet.blue",17268
"msbsongs.bsky.social",17265
"ericacbarnett.bsky.social",17258
"gulegule.bsky.social",17247
"paintmygarden.bsky.social",17242
"ckulater.bsky.social",17240
"camaradahidalgo.bsky.social",17224
"josh.uno",17219
"paulrosenberg.bsky.social",17215
"hallo44.bsky.social",17202
"jamesski.bsky.social",17192
"frogsfaeries.bsky.social",17181
"meckeringboy.bsky.social",17181
"feistyrdhd.bsky.social",17171
"m-la.bsky.social",17160
"oguzgunes23.bsky.social",17156
"mcbrother1965.bsky.social",17156
"universodcnauta.bsky.social",17154
"minnysnowda.com",17141
"virginny.bsky.social",17094
"nathangrayson.bsky.social",17092
"xbox720conceptimg.bsky.social",17082
"lakewoodbear.bsky.social",17032
"dsdaman.bsky.social",17013
"drsurekhadavies.bsky.social",17000
"jacksimon.bsky.social",16975
"h0pe4dfuture.bsky.social",16973
"geddy88.bsky.social",16970
"hedwigrichter.bsky.social",16961
"tomazdolar77.bsky.social",16951
"jmvtol.bsky.social",16911
"deargoodbye.bsky.social",16900
"zedneverzee.bsky.social",16894
"diamondguy.bsky.social",16887
"parallel-films.bsky.social",16884
